# Combined map
# rounds=13, blocks=2
# Format:
# <name> input/output <index> aig_lit <aig_lit> dimacs_lit <dimacs_lit>

# Inputs
pt[1][0][9] input 105 aig_lit 212 dimacs_lit 106
pt[1][0][10] input 106 aig_lit 214 dimacs_lit 107
pt[1][0][11] input 107 aig_lit 216 dimacs_lit 108
pt[1][0][12] input 108 aig_lit 218 dimacs_lit 109
pt[1][0][13] input 109 aig_lit 220 dimacs_lit 110
pt[1][0][14] input 110 aig_lit 222 dimacs_lit 111
pt[1][0][15] input 111 aig_lit 224 dimacs_lit 112
pt[1][1][0] input 112 aig_lit 226 dimacs_lit 113
pt[1][1][1] input 113 aig_lit 228 dimacs_lit 114
pt[1][1][2] input 114 aig_lit 230 dimacs_lit 115
pt[1][1][3] input 115 aig_lit 232 dimacs_lit 116
pt[1][1][4] input 116 aig_lit 234 dimacs_lit 117
pt[1][1][5] input 117 aig_lit 236 dimacs_lit 118
pt[1][1][6] input 118 aig_lit 238 dimacs_lit 119
pt[1][1][7] input 119 aig_lit 240 dimacs_lit 120
pt[1][1][8] input 120 aig_lit 242 dimacs_lit 121
pt[1][1][9] input 121 aig_lit 244 dimacs_lit 122
pt[1][1][10] input 122 aig_lit 246 dimacs_lit 123
pt[1][1][11] input 123 aig_lit 248 dimacs_lit 124
pt[1][1][12] input 124 aig_lit 250 dimacs_lit 125
pt[1][1][13] input 125 aig_lit 252 dimacs_lit 126
pt[1][1][14] input 126 aig_lit 254 dimacs_lit 127
pt[1][1][15] input 127 aig_lit 256 dimacs_lit 128

# Outputs
ct[0][0][0] output 0 aig_lit 5573 dimacs_lit -2786
ct[0][0][1] output 1 aig_lit 5913 dimacs_lit -2956
ct[0][0][2] output 2 aig_lit 6129 dimacs_lit -3064
ct[0][0][3] output 3 aig_lit 6309 dimacs_lit -3154
ct[0][0][4] output 4 aig_lit 6465 dimacs_lit -3232
ct[0][0][5] output 5 aig_lit 6575 dimacs_lit -3287
ct[0][0][6] output 6 aig_lit 6633 dimacs_lit -3316
ct[0][0][7] output 7 aig_lit 6691 dimacs_lit -3345
ct[0][0][8] output 8 aig_lit 6749 dimacs_lit -3374
ct[0][0][9] output 9 aig_lit 6787 dimacs_lit -3393
ct[0][0][10] output 10 aig_lit 6825 dimacs_lit -3412
ct[0][0][11] output 11 aig_lit 6863 dimacs_lit -3431
ct[0][0][12] output 12 aig_lit 6901 dimacs_lit -3450
ct[0][0][13] output 13 aig_lit 6939 dimacs_lit -3469
ct[0][0][14] output 14 aig_lit 6977 dimacs_lit -3488
ct[0][0][15] output 15 aig_lit 7009 dimacs_lit -3504
ct[0][1][0] output 16 aig_lit 6710 dimacs_lit 3355
ct[0][1][1] output 17 aig_lit 5169 dimacs_lit -2584
ct[0][1][2] output 18 aig_lit 5471 dimacs_lit -2735
ct[0][1][3] output 19 aig_lit 5729 dimacs_lit -2864
ct[0][1][4] output 20 aig_lit 6059 dimacs_lit -3029
ct[0][1][5] output 21 aig_lit 6256 dimacs_lit 3128
ct[0][1][6] output 22 aig_lit 6429 dimacs_lit -3214
ct[0][1][7] output 23 aig_lit 6535 dimacs_lit -3267
ct[0][1][8] output 24 aig_lit 5359 dimacs_lit -2679
ct[0][1][9] output 25 aig_lit 5857 dimacs_lit -2928
ct[0][1][10] output 26 aig_lit 6109 dimacs_lit -3054
ct[0][1][11] output 27 aig_lit 6289 dimacs_lit -3144
ct[0][1][12] output 28 aig_lit 6368 dimacs_lit 3184
ct[0][1][13] output 29 aig_lit 6555 dimacs_lit -3277
ct[0][1][14] output 30 aig_lit 6612 dimacs_lit 3306
ct[0][1][15] output 31 aig_lit 6671 dimacs_lit -3335
ct[1][0][0] output 32 aig_lit 10248 dimacs_lit 5124
ct[1][0][1] output 33 aig_lit 10469 dimacs_lit -5234
ct[1][0][2] output 34 aig_lit 10588 dimacs_lit 5294
ct[1][0][3] output 35 aig_lit 10708 dimacs_lit 5354
ct[1][0][4] output 36 aig_lit 10828 dimacs_lit 5414
ct[1][0][5] output 37 aig_lit 10908 dimacs_lit 5454
ct[1][0][6] output 38 aig_lit 10948 dimacs_lit 5474
ct[1][0][7] output 39 aig_lit 10989 dimacs_lit -5494
ct[1][0][8] output 40 aig_lit 11028 dimacs_lit 5514
ct[1][0][9] output 41 aig_lit 11049 dimacs_lit -5524
ct[1][0][10] output 42 aig_lit 11069 dimacs_lit -5534
ct[1][0][11] output 43 aig_lit 11088 dimacs_lit 5544
ct[1][0][12] output 44 aig_lit 11109 dimacs_lit -5554
ct[1][0][13] output 45 aig_lit 11129 dimacs_lit -5564
ct[1][0][14] output 46 aig_lit 11149 dimacs_lit -5574
ct[1][0][15] output 47 aig_lit 11169 dimacs_lit -5584
ct[1][1][0] output 48 aig_lit 11008 dimacs_lit 5504
ct[1][1][1] output 49 aig_lit 10049 dimacs_lit -5024
ct[1][1][2] output 50 aig_lit 10236 dimacs_lit 5118
ct[1][1][3] output 51 aig_lit 10456 dimacs_lit 5228
ct[1][1][4] output 52 aig_lit 10576 dimacs_lit 5288
ct[1][1][5] output 53 aig_lit 10697 dimacs_lit -5348
ct[1][1][6] output 54 aig_lit 10816 dimacs_lit 5408
ct[1][1][7] output 55 aig_lit 10897 dimacs_lit -5448
ct[1][1][8] output 56 aig_lit 10149 dimacs_lit -5074
ct[1][1][9] output 57 aig_lit 10388 dimacs_lit 5194
ct[1][1][10] output 58 aig_lit 10529 dimacs_lit -5264
ct[1][1][11] output 59 aig_lit 10649 dimacs_lit -5324
ct[1][1][12] output 60 aig_lit 10769 dimacs_lit -5384
ct[1][1][13] output 61 aig_lit 10868 dimacs_lit 5434
ct[1][1][14] output 62 aig_lit 10928 dimacs_lit 5464
ct[1][1][15] output 63 aig_lit 10968 dimacs_lit 5484
rk[0][0] output 64 aig_lit 2 dimacs_lit 1
rk[0][1] output 65 aig_lit 4 dimacs_lit 2
rk[0][2] output 66 aig_lit 6 dimacs_lit 3
rk[0][3] output 67 aig_lit 8 dimacs_lit 4
rk[0][4] output 68 aig_lit 10 dimacs_lit 5
rk[0][5] output 69 aig_lit 12 dimacs_lit 6
rk[0][6] output 70 aig_lit 14 dimacs_lit 7
rk[0][7] output 71 aig_lit 16 dimacs_lit 8
rk[0][8] output 72 aig_lit 18 dimacs_lit 9
rk[0][9] output 73 aig_lit 20 dimacs_lit 10
rk[0][10] output 74 aig_lit 22 dimacs_lit 11
rk[0][11] output 75 aig_lit 24 dimacs_lit 12
rk[0][12] output 76 aig_lit 26 dimacs_lit 13
rk[0][13] output 77 aig_lit 28 dimacs_lit 14
rk[0][14] output 78 aig_lit 30 dimacs_lit 15
rk[0][15] output 79 aig_lit 32 dimacs_lit 16
rk[1][0] output 80 aig_lit 34 dimacs_lit 17
rk[1][1] output 81 aig_lit 36 dimacs_lit 18
rk[1][2] output 82 aig_lit 38 dimacs_lit 19
rk[1][3] output 83 aig_lit 40 dimacs_lit 20
rk[1][4] output 84 aig_lit 42 dimacs_lit 21
rk[1][5] output 85 aig_lit 44 dimacs_lit 22
rk[1][6] output 86 aig_lit 46 dimacs_lit 23
rk[1][7] output 87 aig_lit 48 dimacs_lit 24
rk[1][8] output 88 aig_lit 50 dimacs_lit 25
rk[1][9] output 89 aig_lit 52 dimacs_lit 26
rk[1][10] output 90 aig_lit 54 dimacs_lit 27
rk[1][11] output 91 aig_lit 56 dimacs_lit 28
rk[1][12] output 92 aig_lit 58 dimacs_lit 29
rk[1][13] output 93 aig_lit 60 dimacs_lit 30
rk[1][14] output 94 aig_lit 62 dimacs_lit 31
rk[1][15] output 95 aig_lit 64 dimacs_lit 32
rk[2][0] output 96 aig_lit 66 dimacs_lit 33
rk[2][1] output 97 aig_lit 68 dimacs_lit 34
rk[2][2] output 98 aig_lit 70 dimacs_lit 35
rk[2][3] output 99 aig_lit 72 dimacs_lit 36
rk[2][4] output 100 aig_lit 74 dimacs_lit 37
rk[2][5] output 101 aig_lit 76 dimacs_lit 38
rk[2][6] output 102 aig_lit 78 dimacs_lit 39
rk[2][7] output 103 aig_lit 80 dimacs_lit 40
rk[2][8] output 104 aig_lit 82 dimacs_lit 41
rk[2][9] output 105 aig_lit 84 dimacs_lit 42
rk[2][10] output 106 aig_lit 86 dimacs_lit 43
rk[2][11] output 107 aig_lit 88 dimacs_lit 44
rk[2][12] output 108 aig_lit 90 dimacs_lit 45
rk[2][13] output 109 aig_lit 92 dimacs_lit 46
rk[2][14] output 110 aig_lit 94 dimacs_lit 47
rk[2][15] output 111 aig_lit 96 dimacs_lit 48
rk[3][0] output 112 aig_lit 98 dimacs_lit 49
rk[3][1] output 113 aig_lit 100 dimacs_lit 50
rk[3][2] output 114 aig_lit 102 dimacs_lit 51
rk[3][3] output 115 aig_lit 104 dimacs_lit 52
rk[3][4] output 116 aig_lit 106 dimacs_lit 53
rk[3][5] output 117 aig_lit 108 dimacs_lit 54
rk[3][6] output 118 aig_lit 110 dimacs_lit 55
rk[3][7] output 119 aig_lit 112 dimacs_lit 56
rk[3][8] output 120 aig_lit 114 dimacs_lit 57
rk[3][9] output 121 aig_lit 116 dimacs_lit 58
rk[3][10] output 122 aig_lit 118 dimacs_lit 59
rk[3][11] output 123 aig_lit 120 dimacs_lit 60
rk[3][12] output 124 aig_lit 122 dimacs_lit 61
rk[3][13] output 125 aig_lit 124 dimacs_lit 62
rk[3][14] output 126 aig_lit 126 dimacs_lit 63
rk[3][15] output 127 aig_lit 128 dimacs_lit 64
rk[4][0] output 128 aig_lit 934 dimacs_lit 467
rk[4][1] output 129 aig_lit 1180 dimacs_lit 590
rk[4][2] output 130 aig_lit 1126 dimacs_lit 563
rk[4][3] output 131 aig_lit 496 dimacs_lit 248
rk[4][4] output 132 aig_lit 454 dimacs_lit 227
rk[4][5] output 133 aig_lit 430 dimacs_lit 215
rk[4][6] output 134 aig_lit 574 dimacs_lit 287
rk[4][7] output 135 aig_lit 946 dimacs_lit 473
rk[4][8] output 136 aig_lit 280 dimacs_lit 140
rk[4][9] output 137 aig_lit 304 dimacs_lit 152
rk[4][10] output 138 aig_lit 346 dimacs_lit 173
rk[4][11] output 139 aig_lit 646 dimacs_lit 323
rk[4][12] output 140 aig_lit 730 dimacs_lit 365
rk[4][13] output 141 aig_lit 820 dimacs_lit 410
rk[4][14] output 142 aig_lit 407 dimacs_lit -203
rk[4][15] output 143 aig_lit 556 dimacs_lit 278
rk[5][0] output 144 aig_lit 838 dimacs_lit 419
rk[5][1] output 145 aig_lit 1019 dimacs_lit -509
rk[5][2] output 146 aig_lit 2717 dimacs_lit -1358
rk[5][3] output 147 aig_lit 3336 dimacs_lit 1668
rk[5][4] output 148 aig_lit 1258 dimacs_lit 629
rk[5][5] output 149 aig_lit 1198 dimacs_lit 599
rk[5][6] output 150 aig_lit 1144 dimacs_lit 572
rk[5][7] output 151 aig_lit 514 dimacs_lit 257
rk[5][8] output 152 aig_lit 472 dimacs_lit 236
rk[5][9] output 153 aig_lit 592 dimacs_lit 296
rk[5][10] output 154 aig_lit 964 dimacs_lit 482
rk[5][11] output 155 aig_lit 1324 dimacs_lit 662
rk[5][12] output 156 aig_lit 322 dimacs_lit 161
rk[5][13] output 157 aig_lit 364 dimacs_lit 182
rk[5][14] output 158 aig_lit 665 dimacs_lit -332
rk[5][15] output 159 aig_lit 748 dimacs_lit 374
rk[6][0] output 160 aig_lit 382 dimacs_lit 191
rk[6][1] output 161 aig_lit 683 dimacs_lit -341
rk[6][2] output 162 aig_lit 767 dimacs_lit -383
rk[6][3] output 163 aig_lit 856 dimacs_lit 428
rk[6][4] output 164 aig_lit 1037 dimacs_lit -518
rk[6][5] output 165 aig_lit 3214 dimacs_lit 1607
rk[6][6] output 166 aig_lit 3435 dimacs_lit -1717
rk[6][7] output 167 aig_lit 3452 dimacs_lit 1726
rk[6][8] output 168 aig_lit 1276 dimacs_lit 638
rk[6][9] output 169 aig_lit 1216 dimacs_lit 608
rk[6][10] output 170 aig_lit 1162 dimacs_lit 581
rk[6][11] output 171 aig_lit 532 dimacs_lit 266
rk[6][12] output 172 aig_lit 610 dimacs_lit 305
rk[6][13] output 173 aig_lit 982 dimacs_lit 491
rk[6][14] output 174 aig_lit 1343 dimacs_lit -671
rk[6][15] output 175 aig_lit 1360 dimacs_lit 680
rk[7][0] output 176 aig_lit 1000 dimacs_lit 500
rk[7][1] output 177 aig_lit 3325 dimacs_lit -1662
rk[7][2] output 178 aig_lit 1379 dimacs_lit -689
rk[7][3] output 179 aig_lit 4154 dimacs_lit 2077
rk[7][4] output 180 aig_lit 707 dimacs_lit -353
rk[7][5] output 181 aig_lit 784 dimacs_lit 392
rk[7][6] output 182 aig_lit 875 dimacs_lit -437
rk[7][7] output 183 aig_lit 1055 dimacs_lit -527
rk[7][8] output 184 aig_lit 3233 dimacs_lit -1616
rk[7][9] output 185 aig_lit 4077 dimacs_lit -2038
rk[7][10] output 186 aig_lit 3471 dimacs_lit -1735
rk[7][11] output 187 aig_lit 3488 dimacs_lit 1744
rk[7][12] output 188 aig_lit 1294 dimacs_lit 647
rk[7][13] output 189 aig_lit 1234 dimacs_lit 617
rk[7][14] output 190 aig_lit 4124 dimacs_lit 2062
rk[7][15] output 191 aig_lit 629 dimacs_lit -314
rk[8][0] output 192 aig_lit 1313 dimacs_lit -656
rk[8][1] output 193 aig_lit 4459 dimacs_lit -2229
rk[8][2] output 194 aig_lit 4143 dimacs_lit -2071
rk[8][3] output 195 aig_lit 3905 dimacs_lit -1952
rk[8][4] output 196 aig_lit 3567 dimacs_lit -1783
rk[8][5] output 197 aig_lit 4293 dimacs_lit -2146
rk[8][6] output 198 aig_lit 4593 dimacs_lit -2296
rk[8][7] output 199 aig_lit 4501 dimacs_lit -2250
rk[8][8] output 200 aig_lit 803 dimacs_lit -401
rk[8][9] output 201 aig_lit 893 dimacs_lit -446
rk[8][10] output 202 aig_lit 1073 dimacs_lit -536
rk[8][11] output 203 aig_lit 4411 dimacs_lit -2205
rk[8][12] output 204 aig_lit 4375 dimacs_lit -2187
rk[8][13] output 205 aig_lit 4095 dimacs_lit -2047
rk[8][14] output 206 aig_lit 3506 dimacs_lit 1753
rk[8][15] output 207 aig_lit 3525 dimacs_lit -1762
rk[9][0] output 208 aig_lit 4393 dimacs_lit -2196
rk[9][1] output 209 aig_lit 4113 dimacs_lit -2056
rk[9][2] output 210 aig_lit 3542 dimacs_lit 1771
rk[9][3] output 211 aig_lit 4881 dimacs_lit -2440
rk[9][4] output 212 aig_lit 4731 dimacs_lit -2365
rk[9][5] output 213 aig_lit 4483 dimacs_lit -2241
rk[9][6] output 214 aig_lit 5027 dimacs_lit -2513
rk[9][7] output 215 aig_lit 5241 dimacs_lit -2620
rk[9][8] output 216 aig_lit 4317 dimacs_lit -2158
rk[9][9] output 217 aig_lit 5127 dimacs_lit -2563
rk[9][10] output 218 aig_lit 4947 dimacs_lit -2473
rk[9][11] output 219 aig_lit 4829 dimacs_lit -2414
rk[9][12] output 220 aig_lit 911 dimacs_lit -455
rk[9][13] output 221 aig_lit 1091 dimacs_lit -545
rk[9][14] output 222 aig_lit 4985 dimacs_lit -2492
rk[9][15] output 223 aig_lit 4428 dimacs_lit 2214
rk[10][0] output 224 aig_lit 1109 dimacs_lit -554
rk[10][1] output 225 aig_lit 5740 dimacs_lit 2870
rk[10][2] output 226 aig_lit 5002 dimacs_lit 2501
rk[10][3] output 227 aig_lit 4447 dimacs_lit -2223
rk[10][4] output 228 aig_lit 5186 dimacs_lit 2593
rk[10][5] output 229 aig_lit 5211 dimacs_lit -2605
rk[10][6] output 230 aig_lit 5833 dimacs_lit -2916
rk[10][7] output 231 aig_lit 6071 dimacs_lit -3035
rk[10][8] output 232 aig_lit 5507 dimacs_lit -2753
rk[10][9] output 233 aig_lit 5051 dimacs_lit -2525
rk[10][10] output 234 aig_lit 5259 dimacs_lit -2629
rk[10][11] output 235 aig_lit 5703 dimacs_lit -2851
rk[10][12] output 236 aig_lit 5925 dimacs_lit -2962
rk[10][13] output 237 aig_lit 5145 dimacs_lit -2572
rk[10][14] output 238 aig_lit 5108 dimacs_lit 2554
rk[10][15] output 239 aig_lit 5447 dimacs_lit -2723
rk[11][0] output 240 aig_lit 6141 dimacs_lit -3070
rk[11][1] output 241 aig_lit 5162 dimacs_lit 2581
rk[11][2] output 242 aig_lit 5464 dimacs_lit 2732
rk[11][3] output 243 aig_lit 5591 dimacs_lit -2795
rk[11][4] output 244 aig_lit 5978 dimacs_lit 2989
rk[11][5] output 245 aig_lit 6177 dimacs_lit -3088
rk[11][6] output 246 aig_lit 6422 dimacs_lit 3211
rk[11][7] output 247 aig_lit 6494 dimacs_lit 3247
rk[11][8] output 248 aig_lit 5228 dimacs_lit 2614
rk[11][9] output 249 aig_lit 5851 dimacs_lit -2925
rk[11][10] output 250 aig_lit 6089 dimacs_lit -3044
rk[11][11] output 251 aig_lit 6269 dimacs_lit -3134
rk[11][12] output 252 aig_lit 5525 dimacs_lit -2762
rk[11][13] output 253 aig_lit 5549 dimacs_lit -2774
rk[11][14] output 254 aig_lit 5888 dimacs_lit 2944
rk[11][15] output 255 aig_lit 5943 dimacs_lit -2971
rk[12][0] output 256 aig_lit 5566 dimacs_lit 2783
rk[12][1] output 257 aig_lit 5906 dimacs_lit 2953
rk[12][2] output 258 aig_lit 5961 dimacs_lit -2980
rk[12][3] output 259 aig_lit 6158 dimacs_lit 3079
rk[12][4] output 260 aig_lit 6458 dimacs_lit 3229
rk[12][5] output 261 aig_lit 6483 dimacs_lit -3241
rk[12][6] output 262 aig_lit 6592 dimacs_lit 3296
rk[12][7] output 263 aig_lit 6650 dimacs_lit 3325
rk[12][8] output 264 aig_lit 6742 dimacs_lit 3371
rk[12][9] output 265 aig_lit 6766 dimacs_lit 3383
rk[12][10] output 266 aig_lit 6819 dimacs_lit -3409
rk[12][11] output 267 aig_lit 6843 dimacs_lit -3421
rk[12][12] output 268 aig_lit 6894 dimacs_lit 3447
rk[12][13] output 269 aig_lit 6933 dimacs_lit -3466
rk[12][14] output 270 aig_lit 6956 dimacs_lit 3478
rk[12][15] output 271 aig_lit 6989 dimacs_lit -3494
